STATE;STATENAME;ST_CASE;VE_TOTAL;VE_FORMS;PVH_INVL;PEDS;PERSONS;PERMVIT;PERNOTMVIT;COUNTY;COUNTYNAME;CITY;CITYNAME;DAY;DAYNAME;MONTH;MONTHNAME;YEAR;DAY_WEEK;DAY_WEEKNAME;HOUR;HOURNAME;MINUTE;MINUTENAME;NHS;NHSNAME;ROUTE;ROUTENAME;TWAY_ID;TWAY_ID2;RUR_URB;RUR_URBNAME;FUNC_SYS;FUNC_SYSNAME;RD_OWNER;RD_OWNERNAME;MILEPT;MILEPTNAME;LATITUDE;LATITUDENAME;LONGITUD;LONGITUDNAME;SP_JUR;SP_JURNAME;HARM_EV;HARM_EVNAME;MAN_COLL;MAN_COLLNAME;RELJCT1;RELJCT1NAME;RELJCT2;RELJCT2NAME;TYP_INT;TYP_INTNAME;WRK_ZONE;WRK_ZONENAME;REL_ROAD;REL_ROADNAME;LGT_COND;LGT_CONDNAME;WEATHER1;WEATHER1NAME;WEATHER2;WEATHER2NAME;WEATHER;WEATHERNAME;SCH_BUS;SCH_BUSNAME;RAIL;RAILNAME;NOT_HOUR;NOT_HOURNAME;NOT_MIN;NOT_MINNAME;ARR_HOUR;ARR_HOURNAME;ARR_MIN;ARR_MINNAME;HOSP_HR;HOSP_HRNAME;HOSP_MN;HOSP_MNNAME;CF1;CF1NAME;CF2;CF2NAME;CF3;CF3NAME;FATALS;DRUNK_DR
15;Hawaii;150049;2;2;0;0;3;3;0;1;HAWAII (1);9260;WAIKOLOA VILLAGE;16;16;5;May;2019;5;Thursday;17;5:00pm-5:59pm;16;16;0;This section IS NOT on the NHS;4;County Road;CR-WAIKALOA RD;CR-ULUWEHI ST;2;Urban;4;Minor Arterial;2;County Highway Agency;99998;Not Reported;19.92500556;19.92500556;-155.7965917;-155.79659167;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;17;5:00pm-5:59pm;16;16;17;5:00pm-5:59pm;20;20;18;6:00pm-6:59pm;10;10;0;None;0;None;0;None;1;0
15;Hawaii;150054;1;1;0;1;1;1;1;3;HONOLULU (3);3500;KANE‘OHE;27;27;6;June;2019;5;Thursday;12;12:00pm-12:59pm;0;0;0;This section IS NOT on the NHS;4;County Road;CR-ALALOA ST;CR-KAHUHIPA ST;2;Urban;4;Minor Arterial;2;County Highway Agency;99998;Not Reported;21.41645278;21.41645278;-157.8053444;-157.80534444;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;12;12:00pm-12:59pm;1;1;12;12:00pm-12:59pm;17;17;12;12:00pm-12:59pm;41;41;0;None;0;None;0;None;1;0
15;Hawaii;150072;2;2;0;0;4;4;0;3;HONOLULU (3);9600;WAIPAHU;2;2;9;September;2019;2;Monday;15;3:00pm-3:59pm;5;5;0;This section IS NOT on the NHS;4;County Road;CR-KUNIA RD;PRIVATE RD;2;Urban;4;Minor Arterial;2;County Highway Agency;99998;Not Reported;21.40353056;21.40353056;-158.041075;-158.041075;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;15;3:00pm-3:59pm;6;6;15;3:00pm-3:59pm;10;10;15;3:00pm-3:59pm;41;41;0;None;0;None;0;None;1;0
15;Hawaii;150093;2;2;0;0;7;7;0;3;HONOLULU (3);2400;HONOLULU;28;28;11;November;2019;5;Thursday;20;8:00pm-8:59pm;5;5;1;This section IS ON the NHS;3;State Highway;SR-63 LIKELIKE HWY;CR-KAMEHAMEHA IV RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;21.34689722;21.34689722;-157.8663444;-157.86634444;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;20;8:00pm-8:59pm;15;15;20;8:00pm-8:59pm;18;18;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
15;Hawaii;150096;1;1;0;2;2;2;2;7;KAUAI (7);3600;KAPA‘A;25;25;10;October;2019;6;Friday;6;6:00am-6:59am;4;4;1;This section IS ON the NHS;3;State Highway;SR-56;CR-ALA RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;75;75;22.06406944;22.06406944;-159.3196028;-159.31960278;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;4;Dawn;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;6;6:00am-6:59am;6;6;6;6:00am-6:59am;11;11;6;6:00am-6:59am;34;34;0;None;0;None;0;None;1;0
15;Hawaii;150100;1;1;0;1;1;1;1;9;MAUI (9);5350;WAIOHULI (RESIDENTIAL) HAWAIIAN HOME LAND;24;24;12;December;2019;3;Tuesday;11;11:00am-11:59am;16;16;0;This section IS NOT on the NHS;3;State Highway;SR-377 KEKAULIKE AVE;CR-HAPAPA RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;66;66;20.76076111;20.76076111;-156.3071556;-156.30715556;0;No Special Jurisdiction;9;Pedalcyclist;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;11;11:00am-11:59am;17;17;11;11:00am-11:59am;33;33;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
16;Idaho;160003;1;1;0;0;1;1;0;45;GEM (45);0;NOT APPLICABLE;12;12;1;January;2019;7;Saturday;9;9:00am-9:59am;11;11;0;This section IS NOT on the NHS;5;Local Street - Township;BERLUND RD;DEWEY RD;1;Rural;5;Major Collector;2;County Highway Agency;0;None;43.87963333;43.87963333;-116.6520861;-116.65208611;0;No Special Jurisdiction;34;Ditch;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
16;Idaho;160009;2;2;0;0;4;4;0;17;BONNER (17);0;NOT APPLICABLE;21;21;1;January;2019;2;Monday;7;7:00am-7:59am;50;50;0;This section IS NOT on the NHS;3;State Highway;SR-200;SUNNYSIDE RD;1;Rural;4;Minor Arterial;1;State Highway Agency;349;349;48.31674444;48.31674444;-116.4594667;-116.45946667;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;7;7:00am-7:59am;48;48;7;7:00am-7:59am;55;55;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
16;Idaho;160053;2;2;0;0;2;2;0;27;CANYON (27);1200;NAMPA;17;17;4;April;2019;4;Wednesday;13;1:00pm-1:59pm;41;41;0;This section IS NOT on the NHS;8;Other;DIAMOND ST;AMITY AVE;2;Urban;3;Principal Arterial - Other;4;City or Municipal Highway Agency;17;17;43.56118611;43.56118611;-116.5583583;-116.55835833;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;13;1:00pm-1:59pm;43;43;13;1:00pm-1:59pm;48;48;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
16;Idaho;160083;2;2;0;0;2;2;0;1;ADA (1);160;BOISE;2;2;7;July;2019;3;Tuesday;19;7:00pm-7:59pm;30;30;1;This section IS ON the NHS;2;U.S. Highway;US- 20/26 CHINDEN BLVD;FIVE MILE RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;43.66068611;43.66068611;-116.31745;-116.31745;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;19;7:00pm-7:59pm;32;32;19;7:00pm-7:59pm;37;37;19;7:00pm-7:59pm;44;44;0;None;0;None;0;None;1;1
16;Idaho;160099;2;2;0;0;3;3;0;55;KOOTENAI (55);1460;POST FALLS;20;20;7;July;2019;7;Saturday;17;5:00pm-5:59pm;54;54;1;This section IS ON the NHS;1;Interstate;I-90 IC 6 OFF RAMP;BUS I-90 SELTICE WAY;2;Urban;1;Interstate;1;State Highway Agency;0;None;47.71334722;47.71334722;-116.9318361;-116.93183611;0;No Special Jurisdiction;25;Concrete Traffic Barrier;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;1;Yes;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;17;5:00pm-5:59pm;53;53;17;5:00pm-5:59pm;56;56;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
16;Idaho;160130;1;1;0;1;1;1;1;1;ADA (1);1070;MERIDIAN;12;12;8;August;2019;2;Monday;22;10:00pm-10:59pm;3;3;1;This section IS ON the NHS;2;U.S. Highway;US-20/26  W CHINDEN BLVD;BLACK CAT RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;43.66312222;43.66312222;-116.45315;-116.45315;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;22;10:00pm-10:59pm;4;4;22;10:00pm-10:59pm;10;10;22;10:00pm-10:59pm;39;39;19;Recent/Previous Crash scene Nearby;0;None;0;None;1;0
16;Idaho;160139;1;1;0;1;1;1;1;27;CANYON (27);1200;NAMPA;13;13;8;August;2019;3;Tuesday;7;7:00am-7:59am;23;23;0;This section IS NOT on the NHS;5;Local Street - Township;N KENSINGTON DR;BIRCH LN;2;Urban;7;Local;98;Not Reported;0;None;43.61243611;43.61243611;-116.5193889;-116.51938889;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;7;7:00am-7:59am;24;24;7;7:00am-7:59am;28;28;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
16;Idaho;160147;2;2;0;0;2;2;0;15;BOISE (15);0;NOT APPLICABLE;4;4;9;September;2019;4;Wednesday;13;1:00pm-1:59pm;58;58;0;This section IS NOT on the NHS;3;State Highway;SR-21;SOUTH FORK RD;1;Rural;4;Minor Arterial;1;State Highway Agency;841;841;44.11110833;44.11110833;-115.4388833;-115.43888333;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;14;2:00pm-2:59pm;0;0;14;2:00pm-2:59pm;29;29;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
16;Idaho;160162;1;1;0;0;1;1;0;55;KOOTENAI (55);0;NOT APPLICABLE;25;25;9;September;2019;4;Wednesday;9;9:00am-9:59am;59;59;1;This section IS ON the NHS;2;U.S. Highway;US-95;COUNTY LINE RD;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;3986;3986;47.36640833;47.36640833;-116.8864639;-116.88646389;0;No Special Jurisdiction;59;Traffic Sign Support;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;10;10:00am-10:59am;1;1;10;10:00am-10:59am;8;8;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
16;Idaho;160169;2;2;0;0;2;2;0;55;KOOTENAI (55);300;COEUR D'ALENE;23;23;10;October;2019;4;Wednesday;21;9:00pm-9:59pm;3;3;0;This section IS NOT on the NHS;5;Local Street - Township;LINCOLN WAY;HUBBARD AVE;2;Urban;7;Local;98;Not Reported;0;None;47.68287222;47.68287222;-116.7917806;-116.79178056;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;21;9:00pm-9:59pm;11;11;21;9:00pm-9:59pm;22;22;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
16;Idaho;160176;3;3;0;0;5;5;0;17;BONNER (17);398;DOVER;11;11;11;November;2019;2;Monday;16;4:00pm-4:59pm;53;53;1;This section IS ON the NHS;2;U.S. Highway;US-2;PINE ST;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;48.25231389;48.25231389;-116.6247083;-116.62470833;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;16;4:00pm-4:59pm;43;43;16;4:00pm-4:59pm;49;49;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170011;2;2;0;0;7;7;0;31;COOK (31);1670;CHICAGO;11;11;1;January;2019;6;Friday;1;1:00am-1:59am;9;9;1;This section IS ON the NHS;6;Local Street - Municipality;LOWER WACKER DR;GARVEY CT;2;Urban;3;Principal Arterial - Other;4;City or Municipal Highway Agency;0;None;41.88684444;41.88684444;-87.63015278;-87.63015278;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170016;1;1;0;1;1;1;1;77;JACKSON (77);1350;CARBONDALE;8;8;1;January;2019;3;Tuesday;21;9:00pm-9:59pm;27;27;0;This section IS NOT on the NHS;6;Local Street - Municipality;WALL ST;COLLEGE ST;2;Urban;4;Minor Arterial;4;City or Municipal Highway Agency;0;None;37.72226389;37.72226389;-89.20877222;-89.20877222;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;21;9:00pm-9:59pm;27;27;21;9:00pm-9:59pm;33;33;21;9:00pm-9:59pm;53;53;0;None;0;None;0;None;1;0
17;Illinois;170021;2;2;0;0;2;2;0;31;COOK (31);1670;CHICAGO;14;14;1;January;2019;2;Monday;5;5:00am-5:59am;48;48;0;This section IS NOT on the NHS;6;Local Street - Municipality;STONY ISLAND AVE;CORNELL DR;2;Urban;5;Major Collector;4;City or Municipal Highway Agency;16;16;41.78784167;41.78784167;-87.58662778;-87.58662778;0;No Special Jurisdiction;30;Utility Pole/Light Support;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170029;2;2;0;0;2;2;0;103;LEE (103);0;NOT APPLICABLE;15;15;1;January;2019;3;Tuesday;6;6:00am-6:59am;22;22;0;This section IS NOT on the NHS;2;U.S. Highway;US-30 ROCK FALLS RD;CR-34 COUNTY LINE RD;1;Rural;4;Minor Arterial;1;State Highway Agency;309;309;41.75809722;41.75809722;-89.63148333;-89.63148333;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170031;4;4;0;0;4;4;0;197;WILL (197);2035;CREST HILL;10;10;1;January;2019;5;Thursday;16;4:00pm-4:59pm;0;0;1;This section IS ON the NHS;4;County Road;CR-88 WEBER RD;TOMICH CT;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;119;119;41.56096667;41.56096667;-88.12134722;-88.12134722;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170076;1;1;0;0;1;1;0;89;KANE (89);1390;CARPENTERSVILLE;19;19;2;February;2019;3;Tuesday;12;12:00pm-12:59pm;24;24;0;This section IS NOT on the NHS;3;State Highway;SR-31  WESTERN AVE;GENTLE BREEZE TER;2;Urban;4;Minor Arterial;1;State Highway Agency;335;335;42.12100833;42.12100833;-88.29973056;-88.29973056;0;No Special Jurisdiction;42;Tree (Standing Only);0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;12;12:00pm-12:59pm;24;24;12;12:00pm-12:59pm;26;26;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
17;Illinois;170080;2;2;0;0;3;3;0;119;MADISON (119);3400;GLEN CARBON;22;22;2;February;2019;6;Friday;9;9:00am-9:59am;45;45;1;This section IS ON the NHS;3;State Highway;SR-157;COUNTRY MAPLES;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;229;229;38.77091667;38.77091667;-89.99548333;-89.99548333;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170092;2;2;0;0;3;3;0;111;MCHENRY (111);0;NOT APPLICABLE;8;8;3;March;2019;6;Friday;15;3:00pm-3:59pm;44;44;0;This section IS NOT on the NHS;5;Local Street - Township;THAYER RD;ALDEN RD;1;Rural;5;Major Collector;3;Town or Township Highway Agency;0;None;42.414325;42.414325;-88.50810556;-88.50810556;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170098;1;1;0;1;3;3;1;31;COOK (31);6180;NILES;10;10;3;March;2019;1;Sunday;20;8:00pm-8:59pm;26;26;1;This section IS ON the NHS;3;State Highway;SR-58 GOLF;GREENWOOD DR;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;221;221;42.05450833;42.05450833;-87.842775;-87.842775;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;20;8:00pm-8:59pm;26;26;20;8:00pm-8:59pm;30;30;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170101;1;1;0;1;1;1;1;115;MACON (115);2250;DECATUR;26;26;2;February;2019;3;Tuesday;13;1:00pm-1:59pm;9;9;0;This section IS NOT on the NHS;6;Local Street - Municipality;CHARLES ST;BETH BLVD;2;Urban;7;Local;4;City or Municipal Highway Agency;0;None;39.87833611;39.87833611;-88.93855278;-88.93855278;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;13;1:00pm-1:59pm;9;9;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170145;3;3;0;0;5;5;0;195;WHITESIDE (195);0;NOT APPLICABLE;7;7;3;March;2019;5;Thursday;10;10:00am-10:59am;30;30;1;This section IS ON the NHS;2;U.S. Highway;US-30 LINCOLN RD;CR-41 EMERSON RD;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;207;207;41.79103333;41.79103333;-89.81169722;-89.81169722;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;8;Sideswipe - Opposite Direction;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170199;2;2;0;0;3;3;0;119;MADISON (119);9550;WOOD RIVER;12;12;4;April;2019;6;Friday;20;8:00pm-8:59pm;29;29;1;This section IS ON the NHS;3;State Highway;SR-143 MADISON AVE;SECOND ST;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;50;50;38.860175;38.860175;-90.09365833;-90.09365833;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;20;8:00pm-8:59pm;29;29;20;8:00pm-8:59pm;35;35;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;1
17;Illinois;170219;2;2;0;0;3;3;0;31;COOK (31);1670;CHICAGO;9;9;4;April;2019;3;Tuesday;10;10:00am-10:59am;15;15;0;This section IS NOT on the NHS;6;Local Street - Municipality;63RD ST;S LONG AVE;2;Urban;4;Minor Arterial;4;City or Municipal Highway Agency;0;None;41.77813611;41.77813611;-87.75683611;-87.75683611;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170224;2;2;0;0;2;2;0;31;COOK (31);6180;NILES;25;25;4;April;2019;5;Thursday;19;7:00pm-7:59pm;47;47;0;This section IS NOT on the NHS;2;U.S. Highway;US-14 DEMPSTER ST;OLEANDER AVE;2;Urban;4;Minor Arterial;1;State Highway Agency;584;584;42.04060556;42.04060556;-87.81536667;-87.81536667;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;5;Dusk;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;19;7:00pm-7:59pm;49;49;19;7:00pm-7:59pm;52;52;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170236;2;2;0;0;3;3;0;21;CHRISTIAN (21);0;NOT APPLICABLE;9;9;5;May;2019;5;Thursday;19;7:00pm-7:59pm;49;49;0;This section IS NOT on the NHS;3;State Highway;SR-48;MCADAM DR;2;Urban;4;Minor Arterial;1;State Highway Agency;271;271;39.55921944;39.55921944;-89.27383056;-89.27383056;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
17;Illinois;170283;2;2;0;0;2;2;0;5;BOND (5);3640;GREENVILLE;27;27;5;May;2019;2;Monday;13;1:00pm-1:59pm;20;20;0;This section IS NOT on the NHS;3;State Highway;SR-127;SR-127 RAMP TO I-70 E/B RAMP;2;Urban;4;Minor Arterial;1;State Highway Agency;1273;1273;38.869175;38.869175;-89.38316111;-89.38316111;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
